freq	s21
2.7000000000000	0.00019499942271329
2.7100000000000	0.00019549113263357
2.7200000000000	0.00019597282003474
2.7300000000000	0.00019644435857781
2.7400000000000	0.00019690563434620
2.7500000000000	0.00019735654570186
2.7600000000000	0.00019779700312418
2.7700000000000	0.00019822692903233
2.7800000000000	0.00019864625759187
2.7900000000000	0.00019905493450640
2.8000000000000	0.00019945291679514
2.8100000000000	0.00019984017255721
2.8200000000000	0.00020021668072359
2.8300000000000	0.00020058243079754
2.8400000000000	0.00020093742258450
2.8500000000000	0.00020128166591234
2.8600000000000	0.00020161518034286
2.8700000000000	0.00020193799487543
2.8800000000000	0.00020225014764379
2.8900000000000	0.00020255168560684
2.9000000000000	0.00020284266423427
2.9100000000000	0.00020312314718803
2.9200000000000	0.00020339320600044
2.9300000000000	0.00020365291974970
2.9400000000000	0.00020390237473387
2.9500000000000	0.00020414166414375
2.9600000000000	0.00020437088773580
2.9700000000000	0.00020459015150555
2.9800000000000	0.00020479956736244
2.9900000000000	0.00020499925280651
3.0000000000000	0.00020518933060784
3.0100000000000	0.00020536992848917
3.0200000000000	0.00020554117881235
3.0300000000000	0.00020570321826915
3.0400000000000	0.00020585618757684
3.0500000000000	0.00020600023117916
3.0600000000000	0.00020613549695300
3.0700000000000	0.00020626213592115
3.0800000000000	0.00020638030197156
3.0900000000000	0.00020649015158343
3.1000000000000	0.00020659184356026
3.1100000000000	0.00020668553877033
3.1200000000000	0.00020677139989468
3.1300000000000	0.00020684959118277
3.1400000000000	0.00020692027821607
3.1500000000000	0.00020698362767961
3.1600000000000	0.00020703980714164
3.1700000000000	0.00020708898484143
3.1800000000000	0.00020713132948526
3.1900000000000	0.00020716701005069
3.2000000000000	0.00020719619559894
3.2100000000000	0.00020721905509550
3.2200000000000	0.00020723575723892
3.2300000000000	0.00020724647029755
3.2400000000000	0.00020725136195436
3.2500000000000	0.00020725059915961
3.2600000000000	0.00020724434799128
3.2700000000000	0.00020723277352307
3.2800000000000	0.00020721603970006
3.2900000000000	0.00020719430922150
3.3000000000000	0.00020716774343094
3.3100000000000	0.00020713650221330
3.3200000000000	0.00020710074389877
3.3300000000000	0.00020706062517338
3.3400000000000	0.00020701630099597
3.3500000000000	0.00020696792452152
3.3600000000000	0.00020691564703042
3.3700000000000	0.00020685961786373
3.3800000000000	0.00020679998436398
3.3900000000000	0.00020673689182152
3.4000000000000	0.00020667048342608
3.4100000000000	0.00020660090022339
3.4200000000000	0.00020652828107662
3.4300000000000	0.00020645276263255
3.4400000000000	0.00020637447929205
3.4500000000000	0.00020629356318497
3.4600000000000	0.00020621014414893
3.4700000000000	0.00020612434971209
3.4800000000000	0.00020603630507956
3.4900000000000	0.00020594613312325
